#{"t_start": 1585925231.215345, "env_id": "SoftReacher-v0"}
r,l,t
-73.225192,5,1605.577315
-20.269356,1,1605.651694
-112.634353,11,1606.520577
-34.554423,4,1606.752655
-111.199677,8,1607.32143
-25.070784,2,1607.472279
-7.02814,1,1607.531242
-14.538268,1,1607.586943
-41.014761,2,1607.702797
-12.99378,1,1607.769909
-32.521456,2,1607.885696
-117.249383,12,1608.701163
-80.327873,5,1609.117991
-42.364224,4,1609.372609
-77.866069,5,1609.764072
-11.176514,1,1609.868925
-165.16048,12,1610.650592
-62.966707,7,1611.118265
-40.149254,2,1611.275151
-7.565204,1,1611.329035
-122.519068,14,1612.309582
-68.652777,12,1613.027661
-10.898022,1,1613.064451
-13.513453,1,1613.121668
-77.407663,8,1613.67377
-84.819753,6,1614.051513
-58.193784,5,1614.348894
-76.25353,4,1614.554889
-6.439963,1,1614.61281
-14.713234,1,1614.691763
-36.826118,5,1614.985171
-165.244625,8,1615.515445
-14.515957,1,1615.593887
-8.832576,1,1615.630023
-58.640955,7,1616.057199
-89.798103,10,1616.70879
-67.586338,6,1617.09457
-13.760652,1,1617.1754
-59.518413,3,1617.371347
-54.481991,4,1617.601077
-43.937678,3,1617.769196
-82.294605,10,1618.508772
-18.78384,1,1618.588662
-16.444815,1,1618.667463
-144.721096,8,1619.226065
-109.578874,5,1619.545157
-26.830396,2,1619.663776
-52.14342,9,1620.322871
-8.0166,1,1620.36225
-5.614184,1,1620.402119
-72.8621,5,1620.833819
-64.334651,3,1621.025432
-114.375926,7,1621.504276
-65.352959,3,1621.653205
-71.863723,7,1622.155941
-108.084498,13,1623.26246
-68.185434,8,1623.945536
-20.365956,2,1624.066155
-68.216986,8,1624.582471
-57.447384,5,1624.895021
-89.666331,6,1625.332616
-9.004039,1,1625.413706
-28.603499,7,1625.912727
-115.776963,10,1626.649209
-12.995002,1,1626.707142
-34.174101,9,1627.395249
-134.346472,7,1628.090845
-16.778254,3,1628.316012
-83.059908,4,1628.58143
-58.506203,4,1628.808071
-15.650588,2,1628.960856
-53.726515,6,1629.380356
-64.664061,3,1629.551738
-20.997177,1,1629.609482
-31.642179,3,1629.852735
-145.371622,7,1630.45082
-17.355429,1,1630.518761
-95.361121,14,1631.464783
-42.346527,7,1632.103438
-90.656111,9,1632.863872
-117.672306,9,1633.455425
-108.994513,7,1633.901403
-21.337612,1,1633.999729
-14.112416,2,1634.113978
-49.650547,3,1634.304445
-74.676792,7,1634.752369
-124.679469,9,1635.39106
-65.844344,3,1635.565901
-104.602279,9,1636.155636
-19.324294,1,1636.23281
-95.256597,6,1636.581065
-41.018097,2,1636.737523
-11.144358,4,1636.960755
-86.330762,6,1637.352064
-2.766564,1,1637.411307
-64.997651,5,1637.698551
-134.008505,24,1639.153195
-59.813553,7,1639.61826
-41.345428,2,1639.694288
-4.333465,3,1639.893516
-50.66606,6,1640.279707
-77.668361,4,1640.514556
-52.251741,3,1640.650068
-47.039518,10,1641.288647
-72.600062,7,1641.731605
-68.912151,10,1642.388055
-124.759141,7,1642.842046
-51.715942,6,1643.2256
-17.385376,1,1643.283222
-104.465837,8,1643.897302
-23.638754,2,1644.020117
-75.976335,7,1644.506464
-19.938289,1,1644.586602
-31.538723,8,1645.10223
-18.687158,1,1645.15892
-53.110237,3,1645.332139
-79.66672,5,1645.627367
-27.22851,8,1646.101612
-126.643876,6,1646.515803
-84.005157,4,1646.764257
-63.330565,3,1646.961909
-103.080155,8,1647.542868
-92.393418,5,1647.869998
-3.419446,2,1647.988242
-28.670524,24,1649.241715
-99.19616,12,1650.168604
-18.474492,1,1650.227228
-35.562364,2,1650.347689
-8.022211,1,1650.402552
-67.845795,4,1650.644673
-41.719191,2,1650.743155
-60.315863,4,1651.012473
-60.908375,4,1651.320764
-15.379567,1,1651.405472
-30.908765,4,1651.641464
-35.103902,2,1651.800568
-9.162516,1,1651.859002
-85.816196,6,1652.249691
-82.290395,6,1652.603464
-105.646783,5,1652.915693
-101.582917,13,1653.712443
-18.075906,1,1653.770431
-60.885432,3,1653.947771
-32.294582,2,1654.115915
-36.021002,7,1654.525144
-10.424269,2,1654.682356
-53.936027,9,1655.203526
-66.583318,4,1655.43594
-97.529473,6,1655.783748
-7.084454,2,1655.896732
-161.731035,8,1656.424709
-19.976013,4,1656.671865
-14.725392,5,1657.009256
-24.512263,2,1657.167354
-31.421297,2,1657.280635
-54.832645,3,1657.447162
-113.469925,8,1657.932606
-17.197826,3,1658.062275
-30.459358,3,1658.229353
-56.65565,6,1658.639945
-16.074356,3,1658.808352
-58.61741,3,1659.045646
-59.766487,8,1659.631836
-111.339708,5,1659.988158
-20.428642,1,1660.045137
-95.307142,8,1660.562721
-38.271027,2,1660.672617
-108.589732,7,1661.082353
-117.96946,12,1661.944289
-10.02802,1,1662.003486
-17.617412,3,1662.18174
-90.630932,5,1662.501256
-44.075468,2,1662.642171
-61.707811,5,1662.941233
-46.874707,3,1663.184895
-16.582337,1,1663.243892
-175.675058,14,1664.162054
-11.791578,1,1664.197968
-41.401746,4,1664.433544
-88.437372,12,1665.297531
-83.509098,4,1665.521898
-101.357329,8,1666.090168
-30.143963,5,1666.396514
-58.166343,3,1666.650163
-38.041074,2,1666.808998
-24.632704,5,1667.112522
-108.720087,6,1667.474212
-36.16938,2,1667.586789
-61.883516,3,1667.732339
-121.120935,9,1668.25471
-24.467995,4,1668.501821
-86.371362,4,1668.724679
-140.124046,8,1669.249631
-66.492681,9,1669.853698
-149.40038,9,1670.438543
-99.578331,5,1670.731423
-2.861024,1,1670.767229
-115.50371,11,1671.467518
-66.734937,9,1672.01205
-94.743591,12,1672.830943
-57.539782,8,1673.368378
-5.105868,1,1673.450604
-102.49092,10,1674.21996
-98.951663,7,1674.694625
-69.848233,3,1674.936698
-64.097352,8,1675.403882
-3.444741,1,1675.462948
-123.705769,6,1675.851432
-115.309651,8,1676.405683
-3.415308,1,1676.464325
-69.472853,4,1676.719254
-119.474288,6,1677.129062
-105.18826,6,1677.535725
-108.151766,8,1678.089133
-27.865693,5,1678.379829
-25.860133,5,1678.665263
-197.276471,12,1679.537687
-145.331166,7,1679.98645
-28.720913,3,1680.162766
-17.232344,1,1680.19898
-63.192064,3,1680.349032
-27.180988,3,1680.587303
-87.217738,10,1681.255792
-64.987892,4,1681.531335
-79.636913,6,1681.880335
-90.576687,5,1682.214399
-12.170696,3,1682.383955
-69.922034,8,1682.908834
-66.587954,11,1683.552621
-31.532374,2,1683.671162
-9.072816,1,1683.748653
-18.713251,1,1683.808664
-96.246899,12,1684.672823
-29.560059,7,1685.099006
-104.524486,5,1685.410563
-3.856611,2,1685.505994
-155.254046,9,1686.101954
-133.987911,12,1686.976447
-22.086547,6,1687.386678
-72.149251,7,1687.940421
-54.582946,5,1688.223123
-104.823857,6,1688.582119
-156.507764,11,1689.42888
-64.354859,10,1690.167753
-131.172725,10,1690.908853
-41.224341,2,1691.069618
-18.870048,1,1691.124136
-11.651071,2,1691.236318
-85.434986,4,1691.470774
-135.662168,7,1691.878731
-61.103066,3,1692.023316
-60.686625,4,1692.252387
-14.69812,1,1692.310457
-88.541956,5,1692.622658
-61.938672,5,1692.934046
-114.22309,10,1693.676012
-33.11536,3,1693.846843
-39.243793,2,1693.983015
-85.657632,12,1694.869715
-82.414444,7,1695.275846
-10.881579,1,1695.329365
-49.904688,3,1695.522364
-22.630852,7,1695.977108
-65.353826,8,1696.502254
-55.346556,11,1697.136917
-103.377934,5,1697.436197
-44.847948,4,1697.66645
-30.131436,4,1697.997372
-74.295203,12,1698.90507
-6.218368,1,1698.96415
-61.02934,3,1699.135683
-130.298217,6,1699.517069
-122.007675,6,1699.964896
-33.353663,2,1700.08616
-30.993744,2,1700.26857
-1.291668,1,1700.347645
-32.163395,2,1700.469763
-82.058302,4,1700.720726
-22.180586,1,1700.800721
-15.779131,1,1700.878651
-121.471916,12,1701.74704
-43.933011,3,1701.923533
-32.666477,2,1702.036986
-55.001985,5,1702.326144
-85.454812,5,1702.651684
-56.754501,3,1702.894146
-17.266208,1,1702.947577
-18.639935,1,1703.004035
-105.62371,12,1703.773083
-45.206421,2,1703.890864
-48.342134,3,1704.063523
-86.26382,6,1704.510729
-35.171071,8,1705.044217
-20.019363,4,1705.274683
-78.420391,5,1705.582454
-53.758665,6,1705.937715
-43.417354,2,1706.104235
-83.926437,4,1706.376252
-121.577101,7,1706.853342
-85.430546,6,1707.240386
-113.663861,8,1707.84222
-51.25055,4,1708.085705
-161.09767,9,1708.635643
-106.032687,8,1709.249258
-23.740011,6,1709.648406
-82.652422,6,1710.172151
-40.329888,2,1710.310075
-95.201203,7,1710.821853
-62.823344,9,1711.476952
-121.094887,11,1712.198279
-22.158777,2,1712.328336
-69.830154,5,1712.625846
-106.36984,6,1713.009022
-16.494418,1,1713.06592
-22.007485,3,1713.316749
-57.389312,3,1713.547762
-16.625761,1,1713.605453
-20.869127,1,1713.664008
-35.881125,8,1714.17429
-101.241419,5,1714.463347
-27.420676,2,1714.574143
-44.512476,2,1714.664365
-14.118145,1,1714.720499
-21.359775,3,1714.953661
-17.220381,5,1715.237779
-29.637135,7,1715.691471
-144.948355,7,1716.185688
-118.687795,10,1716.905375
-53.857928,3,1717.082259
-54.851684,5,1717.392803
-21.34401,1,1717.453362
-22.504315,1,1717.513237
-117.450219,6,1717.919548
-29.241284,6,1718.275021
-27.562217,2,1718.429669
-25.960934,2,1718.524001
-36.957797,3,1718.695064
-70.425537,19,1719.899497
-34.617563,2,1720.059319
-122.793875,32,1722.074535
-82.174871,9,1722.654075
-136.4258,29,1724.173958
-15.412906,5,1724.467582
-121.239328,6,1724.889043
-28.216232,2,1725.026753
-109.815308,12,1725.87341
-7.540033,1,1725.933855
-59.11591,3,1726.083051
-35.068717,2,1726.199875
-38.329463,2,1726.31391
-40.165695,6,1726.66847
-71.637867,10,1727.365894
-70.534334,10,1728.062067
-142.013746,9,1728.715232
-142.350034,7,1729.144244
-65.806883,4,1729.45144
-39.700828,2,1729.543781
-22.313837,1,1729.626972
-26.194928,3,1729.779338
-10.03999,1,1729.862505
-74.124462,4,1730.118358
-179.064327,11,1730.772375
-26.826373,2,1730.933065
-64.926885,4,1731.170302
-21.621971,1,1731.22826
-33.341797,2,1731.368788
-25.49507,5,1731.686927
-22.842207,2,1731.848486
-47.822401,7,1732.346651
-91.634778,5,1732.633169
-61.356933,3,1732.889615
-32.77307,3,1733.065597
-37.145763,2,1733.199602
-43.652881,3,1733.366273
-27.327216,4,1733.620143
-16.682473,1,1733.678298
-46.52897,2,1733.881237
-10.374702,2,1734.057576
-62.098861,3,1734.277326
-123.878729,11,1735.076785
-26.058036,2,1735.190536
-130.892333,7,1735.638828
-36.533806,2,1735.797935
-4.400891,6,1736.256913
-107.735352,6,1736.685483
-150.359298,9,1737.278667
-106.378647,5,1737.587349
-127.743116,11,1738.397369
-149.539734,13,1739.327243
-44.499774,9,1739.951207
-44.747573,3,1740.158501
-45.957623,4,1740.432748
-35.623869,4,1740.634783
-41.102477,2,1740.744165
-17.770043,1,1740.80153
-54.355656,4,1741.03622
-65.086034,3,1741.298326
-85.639445,10,1741.998134
-44.307981,5,1742.331353
-41.422316,2,1742.490046
-122.222661,6,1742.894825
-142.327321,13,1743.816455
-33.650154,2,1743.937706
-137.375678,10,1744.644342
-6.023974,2,1744.739228
-58.259494,4,1744.928982
-62.110249,3,1745.093782
-64.901844,9,1745.623307
-113.514418,9,1746.229039
-84.684336,6,1746.575436
-15.010288,1,1746.653002
-56.753763,3,1746.826526
-152.664147,7,1747.404236
-18.072554,1,1747.482698
-111.264384,9,1748.125647
-99.816576,6,1748.522197
-79.662253,4,1748.752076
-103.399597,5,1749.104956
-44.928161,8,1749.615045
-46.162544,2,1749.796183
-61.383983,7,1750.3604
-96.889245,11,1751.167842
-15.609204,1,1751.224067
-128.85771,6,1751.634457
-123.621025,10,1752.310219
-42.339681,9,1752.871299
-22.171721,1,1752.928983
-163.068161,8,1753.432199
-44.768867,4,1753.672901
-119.848132,6,1754.089477
-124.27337,10,1754.903751
-29.090181,2,1755.019722
-3.00861,1,1755.058794
-38.832539,5,1755.38071
-90.774693,6,1755.771791
-116.869345,7,1756.290947
-30.420923,2,1756.406147
-18.599345,1,1756.469203
-38.978266,3,1756.637307
-100.978372,5,1756.99497
-80.094637,7,1757.430645
-88.879026,4,1757.684455
-119.70208,8,1758.198195
-155.208324,8,1758.80065
-16.134685,1,1758.881849
-17.952226,1,1758.943658
-7.037464,1,1759.000603
-43.788102,2,1759.114013
-77.809495,12,1759.938385
-81.068541,10,1760.651212
-22.907616,1,1760.73232
-32.189789,2,1760.849545
-87.158565,9,1761.435478
-45.333435,6,1761.800436
-77.761268,4,1762.104195
-83.577931,4,1762.443511
-40.960648,3,1762.614666
-37.703545,7,1763.102572
-25.562303,4,1763.351385
-32.06897,2,1763.513548
-41.21058,3,1763.665353
-114.508654,9,1764.209162
-14.767757,1,1764.267914
-14.219428,2,1764.361066
-136.243961,10,1765.172704
-36.993938,4,1765.428162
-2.796353,1,1765.485073
-27.07111,3,1765.66236
-55.03024,3,1765.884826
-142.802842,10,1766.490467
-32.454679,7,1766.969208
-78.90396,8,1767.49621
-81.200031,8,1768.0438
-97.5374,5,1768.367623
-60.628006,3,1768.518812
-103.931063,7,1768.928594
-116.471374,10,1769.657735
-101.702688,12,1770.518369
-50.220616,3,1770.697394
-168.83221,13,1771.533191
-21.009008,2,1771.646695
-39.330054,2,1771.80491
-21.241268,1,1771.841395
-57.094537,10,1772.527871
-38.139887,2,1772.642367
-39.214545,4,1772.899272
-45.396852,8,1773.444863
-13.564033,2,1773.578912
-77.793049,7,1774.065564
-124.512641,12,1774.936002
-84.893596,4,1775.190456
-41.961668,2,1775.301582
-18.109048,1,1775.383452
-17.513219,1,1775.446198
-8.534613,1,1775.484477
-11.870012,1,1775.54065
-38.172892,2,1775.652384
-93.670259,10,1776.352274
-21.285077,1,1776.409353
-23.293205,6,1776.807604
-42.728075,2,1776.92835
-78.798129,5,1777.342687
-46.191865,2,1777.499775
-106.775341,11,1778.153979
-57.34644,10,1778.854048
-1.979517,1,1778.914008
-44.186224,2,1779.062025
-19.979514,3,1779.23483
-42.37873,2,1779.369642
-31.812301,3,1779.540233
-41.699576,2,1779.67866
-126.583951,7,1780.151235
-101.530636,6,1780.525193
-172.49199,13,1781.459513
-98.259406,8,1781.938424
-54.433483,6,1782.332633
-77.985194,10,1783.083452
-97.230609,8,1783.56958
-25.484652,3,1783.716123
-99.321914,12,1784.50942
-14.970425,1,1784.547381
-54.966642,3,1784.722836
-61.332647,3,1784.960459
-43.98385,2,1785.142352
-128.547943,8,1785.66789
-23.041811,1,1785.74671
-63.622398,3,1785.961358
-44.676264,3,1786.177955
-21.385656,1,1786.23499
-11.944006,2,1786.32804
-34.055711,5,1786.620722
-17.22391,2,1786.713015
-70.459962,6,1787.163359
-107.576247,5,1787.475349
-75.212077,7,1787.938789
-20.564591,3,1788.114903
-65.568699,4,1788.343589
-16.326715,3,1788.475813
-15.430498,5,1788.795065
-171.942521,10,1789.48618
-49.410856,5,1789.886342
-123.362985,12,1790.651542
-107.533402,6,1791.016675
-71.989583,12,1791.775474
-43.772762,3,1791.953651
-52.143181,7,1792.354697
-42.940582,2,1792.448312
-23.162466,7,1792.885422
-18.907196,1,1792.940088
-60.838097,9,1793.481038
-34.856638,2,1793.597358
-44.595615,2,1793.712971
-28.012466,5,1794.013923
-42.43858,4,1794.241506
-91.389955,14,1795.099535
-9.316577,1,1795.135419
-175.310018,13,1796.042109
-45.588062,3,1796.295648
-52.525225,3,1796.480898
-14.88977,1,1796.538697
-46.425064,5,1796.847229
-21.294731,1,1796.905233
-63.17895,3,1797.078827
-11.576601,1,1797.156932
-107.144442,7,1797.588035
-21.361931,1,1797.642305
-90.564152,5,1798.040011
-84.596923,4,1798.285592
-49.997458,9,1798.806575
-105.273849,7,1799.26415
-111.066169,7,1799.688502
-107.661512,5,1799.99467
-38.117348,8,1800.515114
-29.839908,2,1800.672045
-9.78573,1,1800.772312
-84.088717,4,1801.026136
-76.119105,5,1801.42037
-68.259527,8,1801.917994
-15.747793,2,1802.052616
-34.99434,2,1802.16771
-85.796416,4,1802.416397
-33.35875,2,1802.534263
-20.623484,1,1802.613415
-19.227052,1,1802.691949
-137.727471,7,1803.158031
-29.513418,2,1803.251523
-82.126488,5,1803.586078
-38.745346,8,1804.166419
-4.9295,3,1804.358494
-34.16477,2,1804.535324
-33.657715,2,1804.650799
-34.216954,7,1805.077324
-95.100472,5,1805.384007
-44.213335,2,1805.542192
-37.637904,6,1805.902576
-90.242125,13,1806.845518
-131.881073,11,1807.592899
-26.099189,2,1807.714251
-76.722972,11,1808.394454
-66.984861,6,1808.822207
-36.64443,2,1808.965719
-46.929915,8,1809.537535
-62.777873,3,1809.705655
-59.778431,3,1809.903288
-158.224141,10,1810.57042
-51.57463,4,1810.803005
-105.612869,8,1811.331975
-50.525566,7,1811.825228
-36.922617,2,1811.937345
-10.452342,3,1812.106472
-19.902049,1,1812.143551
-78.662641,4,1812.389732
-45.94057,7,1812.857423
-82.629536,6,1813.206877
-127.305928,8,1813.780147
-106.249306,12,1814.597924
-30.203911,6,1815.000034
-4.327144,3,1815.202201
-13.532259,1,1815.282897
-122.115614,12,1816.159527
-90.626951,5,1816.497118
-79.324236,5,1816.767937
-134.651567,8,1817.258697
-50.928686,3,1817.519131
-118.642179,6,1817.92553
-19.714313,1,1817.984475
-74.958361,4,1818.217798
-89.895981,6,1818.602362
-31.298022,3,1818.77584
-56.401796,3,1818.926642
-33.644376,9,1819.461758
-34.160043,2,1819.62096
-34.754541,2,1819.732669
-44.234994,2,1819.843772
-162.396036,11,1820.547196
-92.240105,5,1820.851938
-85.607593,7,1821.259916
-21.40325,1,1821.315485
-68.416125,3,1821.553268
-31.360618,2,1821.722693
-81.463342,4,1822.017835
-80.866408,4,1822.285643
-119.589624,9,1822.803827
-19.765542,1,1822.860384
-32.508174,4,1823.104275
-65.111207,6,1823.521648
-26.298026,2,1823.639779
-30.565672,5,1824.03983
-20.322814,1,1824.098575
-53.652095,3,1824.375417
-111.409684,6,1824.781519
-19.820972,4,1825.01139
-107.876032,13,1825.802638
-38.509148,2,1825.938284
-96.574778,11,1826.623513
-62.039732,3,1826.791827
-93.356383,11,1827.551964
-10.897467,2,1827.666955
-131.778865,14,1828.687546
-65.151423,3,1828.92543
-59.744891,7,1829.417218
-43.554713,3,1829.586752
-143.072494,10,1830.295035
-85.781995,10,1830.886625
-17.3285,1,1830.973988
-129.486799,14,1832.029439
-59.487197,3,1832.252651
-86.716914,4,1832.536461
-61.412254,11,1833.35462
-20.396971,4,1833.570977
-142.024092,12,1834.473354
-27.248879,2,1834.588068
-13.734969,1,1834.647679
-114.286381,14,1835.638673
-39.927807,3,1835.816911
-103.432394,5,1836.113858
-16.948975,2,1836.229173
-119.667939,11,1836.98296
-164.204805,14,1837.981359
-106.358688,9,1838.551836
-41.94479,2,1838.663316
-105.709076,5,1838.966745
-145.793712,7,1839.48997
-73.494949,6,1839.935786
-103.219282,6,1840.316437
-93.470156,5,1840.646456
-39.536091,2,1840.808216
-33.0196,2,1840.967353
-128.477918,10,1841.613344
-169.254169,11,1842.313698
-19.352427,1,1842.367237
-49.933009,7,1842.929165
-69.679515,6,1843.280138
-161.54165,15,1844.213581
-123.777157,6,1844.602363
-48.647179,4,1844.818197
-26.22982,4,1845.119284
-16.866249,1,1845.194527
-15.001205,1,1845.281502
-63.62012,3,1845.484289
-7.357874,1,1845.520129
-110.253137,9,1846.019807
-51.148495,4,1846.2457
-133.348607,11,1846.983906
-74.77486,11,1847.730614
-19.210355,4,1847.923668
-69.836757,5,1848.221244
-95.612279,8,1848.738262
-47.480726,4,1849.03524
-48.233259,5,1849.325699
-41.190876,7,1849.752752
-60.668771,3,1849.91828
-19.574441,1,1849.995225
-61.557428,4,1850.215459
-27.067931,3,1850.453593
-129.748789,7,1850.842927
-94.36879,6,1851.167769
-139.48591,11,1851.923615
-8.653758,1,1851.979333
-99.80158,6,1852.403773
-8.448147,1,1852.455914
-54.292943,8,1852.88975
-22.43641,2,1853.037884
-63.682703,4,1853.263105
-36.52588,5,1853.522375
-27.853062,4,1853.734381
-5.555798,3,1853.893414
